DATE,SURPRISE_STD,TIME_EST,DATETIME,DATETIME_CET
24-Oct-2002 00:00:00,-0.90455173433861,08:30,24-Oct-2002 08:30:00,24-Oct-2002 14:30:00
31-Oct-2002 00:00:00,0.524175237206071,08:30,31-Oct-2002 08:30:00,31-Oct-2002 14:30:00
07-Nov-2002 00:00:00,-0.70693766991192,08:30,07-Nov-2002 08:30:00,07-Nov-2002 14:30:00
14-Nov-2002 00:00:00,-0.438734673541482,08:30,14-Nov-2002 08:30:00,14-Nov-2002 14:30:00
21-Nov-2002 00:00:00,-1.060697713333,08:30,21-Nov-2002 08:30:00,21-Nov-2002 14:30:00
28-Nov-2002 00:00:00,-1.07747132092359,08:30,28-Nov-2002 08:30:00,28-Nov-2002 14:30:00
05-Dec-2002 00:00:00,-0.853590252943575,08:30,05-Dec-2002 08:30:00,05-Dec-2002 14:30:00
12-Dec-2002 00:00:00,3.37027205015597,08:30,12-Dec-2002 08:30:00,12-Dec-2002 14:30:00
19-Dec-2002 00:00:00,1.43536652454929,08:30,19-Dec-2002 08:30:00,19-Dec-2002 14:30:00
26-Dec-2002 00:00:00,-1.61556632276213,08:30,26-Dec-2002 08:30:00,26-Dec-2002 14:30:00
02-Jan-2003 00:00:00,1.40805117052155,08:30,02-Jan-2003 08:30:00,02-Jan-2003 14:30:00
09-Jan-2003 00:00:00,-0.250439279998457,08:30,09-Jan-2003 08:30:00,09-Jan-2003 14:30:00
16-Jan-2003 00:00:00,-1.96431758058324,08:30,16-Jan-2003 08:30:00,16-Jan-2003 14:30:00
23-Jan-2003 00:00:00,-0.244615110696166,08:30,23-Jan-2003 08:30:00,23-Jan-2003 14:30:00
30-Jan-2003 00:00:00,0.779390336032405,08:30,30-Jan-2003 08:30:00,30-Jan-2003 14:30:00
06-Feb-2003 00:00:00,0.130636117450357,08:30,06-Feb-2003 08:30:00,06-Feb-2003 14:30:00
13-Feb-2003 00:00:00,-0.645492683772767,08:30,13-Feb-2003 08:30:00,13-Feb-2003 14:30:00
20-Feb-2003 00:00:00,0.990108781389245,08:30,20-Feb-2003 08:30:00,20-Feb-2003 14:30:00
27-Feb-2003 00:00:00,1.77637163719835,08:30,27-Feb-2003 08:30:00,27-Feb-2003 14:30:00
06-Mar-2003 00:00:00,1.5223796139255,08:30,06-Mar-2003 08:30:00,06-Mar-2003 14:30:00
13-Mar-2003 00:00:00,0.210951412128933,08:30,13-Mar-2003 08:30:00,13-Mar-2003 14:30:00
20-Mar-2003 00:00:00,0.262087618603035,08:30,20-Mar-2003 08:30:00,20-Mar-2003 14:30:00
27-Mar-2003 00:00:00,-1.04677794870052,08:30,27-Mar-2003 08:30:00,27-Mar-2003 14:30:00
03-Apr-2003 00:00:00,2.07986909954067,08:30,03-Apr-2003 08:30:00,03-Apr-2003 15:30:00
10-Apr-2003 00:00:00,-1.1525448632301,08:30,10-Apr-2003 08:30:00,10-Apr-2003 14:30:00
17-Apr-2003 00:00:00,1.91749125939283,08:30,17-Apr-2003 08:30:00,17-Apr-2003 14:30:00
24-Apr-2003 00:00:00,1.71912005295684,08:30,24-Apr-2003 08:30:00,24-Apr-2003 14:30:00
01-May-2003 00:00:00,0.757142009297658,08:30,01-May-2003 08:30:00,01-May-2003 14:30:00
08-May-2003 00:00:00,-0.822023255325164,08:30,08-May-2003 08:30:00,08-May-2003 14:30:00
15-May-2003 00:00:00,-0.524175237206071,08:30,15-May-2003 08:30:00,15-May-2003 14:30:00
22-May-2003 00:00:00,0.648113559958794,08:30,22-May-2003 08:30:00,22-May-2003 14:30:00
29-May-2003 00:00:00,0.195167913319727,08:30,29-May-2003 08:30:00,29-May-2003 14:30:00
05-Jun-2003 00:00:00,1.19395470696938,08:30,05-Jun-2003 08:30:00,05-Jun-2003 14:30:00
12-Jun-2003 00:00:00,0.334889734881656,08:30,12-Jun-2003 08:30:00,12-Jun-2003 14:30:00
19-Jun-2003 00:00:00,-0.322484254267778,08:30,19-Jun-2003 08:30:00,19-Jun-2003 14:30:00
26-Jun-2003 00:00:00,-0.707869537000287,08:30,26-Jun-2003 08:30:00,26-Jun-2003 14:30:00
03-Jul-2003 00:00:00,1.14677893562084,08:30,03-Jul-2003 08:30:00,03-Jul-2003 14:30:00
10-Jul-2003 00:00:00,1.07391857764919,08:30,10-Jul-2003 08:30:00,10-Jul-2003 14:30:00
17-Jul-2003 00:00:00,-0.624642157670569,08:30,17-Jul-2003 08:30:00,17-Jul-2003 14:30:00
24-Jul-2003 00:00:00,-1.50327633861399,08:30,24-Jul-2003 08:30:00,24-Jul-2003 14:30:00
31-Jul-2003 00:00:00,-0.807928765613625,08:30,31-Jul-2003 08:30:00,31-Jul-2003 14:30:00
07-Aug-2003 00:00:00,-0.285733745970332,08:30,07-Aug-2003 08:30:00,07-Aug-2003 14:30:00
14-Aug-2003 00:00:00,0.36692266604425,08:30,14-Aug-2003 08:30:00,14-Aug-2003 14:30:00
21-Aug-2003 00:00:00,-0.422252274416002,08:30,21-Aug-2003 08:30:00,21-Aug-2003 14:30:00
28-Aug-2003 00:00:00,0.17612287970124,08:30,28-Aug-2003 08:30:00,28-Aug-2003 14:30:00
